architecture,activation,learning_rate,dropout,batch_size,weight_decay,neurons_1,neurons_2,val_rmse,val_r2,neurons_3,neurons_4
three_layer,relu,0.0005,0.1,32,0.001,64,32,0.6621905565261841,0.7068103551864624,16.0,
three_layer,relu,0.0005,0.1,32,0.001,64,32,0.6728728413581848,0.6972748041152954,32.0,
two_layer,relu,0.0001,0.1,64,0.0001,128,32,0.6810554265975952,0.6898672580718994,,
three_layer,relu,0.001,0.1,32,1e-05,64,64,0.6905879378318787,0.6811249256134033,32.0,
four_layer,relu,0.001,0.1,64,0.0001,128,32,0.6917644739151001,0.6800374984741211,16.0,16.0
three_layer,relu,0.0005,0.1,32,1e-05,64,32,0.697600245475769,0.6746162176132202,32.0,
three_layer,relu,0.0005,0.1,32,1e-05,128,32,0.6987909078598022,0.6735045909881592,32.0,
three_layer,relu,0.0005,0.3,32,1e-05,64,64,0.7005491256713867,0.6718595027923584,16.0,
two_layer,relu,0.0005,0.1,64,1e-05,64,32,0.7011739015579224,0.671273946762085,,
two_layer,relu,0.001,0.3,32,0.001,128,64,0.7057350873947144,0.6669832468032837,,
two_layer,relu,0.001,0.3,64,0.001,128,32,0.708543598651886,0.6643274426460266,,
three_layer,relu,0.0005,0.1,32,1e-05,128,64,0.7086988687515259,0.6641802787780762,32.0,
three_layer,relu,0.001,0.1,64,0.001,128,64,0.7104066610336304,0.6625599265098572,32.0,
two_layer,relu,0.001,0.3,64,1e-05,128,32,0.7106420993804932,0.6623362302780151,,
four_layer,relu,0.0005,0.1,64,1e-05,64,64,0.7108346819877625,0.6621531248092651,32.0,16.0
two_layer,relu,0.0005,0.1,32,1e-05,64,32,0.7112737894058228,0.6617356538772583,,
four_layer,tanh,0.001,0.1,64,0.0001,128,32,0.7120664715766907,0.6609812378883362,32.0,16.0
three_layer,relu,0.001,0.1,64,0.0001,64,32,0.7121099233627319,0.6609398722648621,16.0,
two_layer,relu,0.001,0.1,32,1e-05,128,64,0.7122248411178589,0.6608304977416992,,
three_layer,relu,0.0005,0.1,32,0.001,64,64,0.7141257524490356,0.6590175628662109,16.0,
two_layer,relu,0.0005,0.3,32,0.001,128,32,0.7144210338592529,0.6587355136871338,,
four_layer,relu,0.0005,0.1,32,1e-05,64,64,0.7146463394165039,0.6585202217102051,16.0,16.0
two_layer,relu,0.0005,0.3,32,0.001,128,64,0.7147628664970398,0.6584088802337646,,
two_layer,relu,0.0005,0.1,64,1e-05,128,32,0.7151406407356262,0.6580476760864258,,
two_layer,relu,0.0001,0.3,64,0.0001,128,64,0.7154293060302734,0.6577715873718262,,
two_layer,relu,0.0005,0.1,32,0.001,128,64,0.7156338095664978,0.6575759053230286,,
two_layer,relu,0.0005,0.3,32,1e-05,64,32,0.7156519889831543,0.6575585603713989,,
two_layer,relu,0.0005,0.3,64,0.0001,64,32,0.7161974906921387,0.6570362448692322,,
three_layer,relu,0.0001,0.1,32,1e-05,64,32,0.7178424596786499,0.655458927154541,32.0,
three_layer,relu,0.0001,0.1,32,0.001,128,64,0.7178941965103149,0.6554093360900879,16.0,
three_layer,tanh,0.0005,0.1,64,0.001,128,32,0.7180615067481995,0.6552486419677734,16.0,
three_layer,relu,0.0005,0.1,32,0.001,128,32,0.7183454632759094,0.6549760103225708,32.0,
three_layer,relu,0.001,0.1,32,1e-05,64,64,0.7187739014625549,0.6545642614364624,16.0,
three_layer,relu,0.001,0.1,32,0.0001,64,64,0.7187802195549011,0.6545581817626953,32.0,
two_layer,relu,0.001,0.1,32,1e-05,64,64,0.7188994288444519,0.654443621635437,,
three_layer,relu,0.0005,0.1,64,1e-05,64,32,0.7196076512336731,0.6537624597549438,32.0,
four_layer,relu,0.0005,0.1,64,0.001,128,64,0.720397412776947,0.6530020236968994,32.0,16.0
three_layer,relu,0.001,0.1,64,1e-05,64,64,0.7205654978752136,0.6528401374816895,32.0,
two_layer,relu,0.001,0.3,64,0.001,128,64,0.7205684781074524,0.6528372168540955,,
two_layer,relu,0.001,0.1,32,0.001,64,32,0.7211976647377014,0.6522307395935059,,
two_layer,relu,0.001,0.1,64,1e-05,64,64,0.7213369607925415,0.6520963311195374,,
three_layer,relu,0.001,0.1,32,0.0001,128,32,0.7213538885116577,0.6520800590515137,32.0,
three_layer,relu,0.0001,0.1,32,1e-05,64,64,0.7215847969055176,0.6518572568893433,32.0,
two_layer,relu,0.0001,0.1,64,1e-05,128,64,0.7216119170188904,0.6518310904502869,,
two_layer,relu,0.0005,0.3,32,1e-05,128,32,0.7219303250312805,0.6515237092971802,,
three_layer,tanh,0.0001,0.1,64,0.0001,128,64,0.7227482795715332,0.6507336497306824,32.0,
three_layer,relu,0.0005,0.1,64,1e-05,128,64,0.7228675484657288,0.650618314743042,16.0,
four_layer,relu,0.001,0.1,64,0.001,64,32,0.7228705883026123,0.6506154537200928,16.0,16.0
two_layer,relu,0.0005,0.1,32,0.0001,64,64,0.7243369221687317,0.6491965055465698,,
two_layer,relu,0.0005,0.1,64,0.0001,64,64,0.7248032093048096,0.6487447023391724,,
three_layer,relu,0.0005,0.1,32,0.0001,64,64,0.7248421311378479,0.6487070322036743,32.0,
four_layer,relu,0.001,0.1,32,1e-05,128,64,0.724858283996582,0.6486913561820984,32.0,16.0
three_layer,relu,0.0005,0.3,32,0.001,128,64,0.7258400321006775,0.647739052772522,16.0,
four_layer,relu,0.001,0.1,32,0.0001,64,32,0.7262109518051147,0.6473789215087891,32.0,16.0
three_layer,tanh,0.0005,0.1,64,0.001,64,64,0.7262411117553711,0.6473496556282043,16.0,
three_layer,relu,0.0005,0.1,32,1e-05,128,64,0.7266373038291931,0.6469647884368896,16.0,
two_layer,relu,0.0005,0.1,64,0.0001,128,64,0.7267864346504211,0.6468198895454407,,
three_layer,relu,0.001,0.3,32,0.0001,128,32,0.7268959879875183,0.646713376045227,32.0,
four_layer,relu,0.0005,0.1,32,0.0001,64,32,0.7274496555328369,0.6461750268936157,32.0,16.0
four_layer,relu,0.001,0.1,32,0.0001,128,32,0.7275335192680359,0.6460933685302734,16.0,16.0
two_layer,relu,0.0005,0.1,64,1e-05,128,64,0.7275698781013489,0.6460580825805664,,
three_layer,relu,0.0005,0.3,32,0.001,128,64,0.727634072303772,0.6459956169128418,32.0,
three_layer,relu,0.001,0.3,64,1e-05,128,32,0.7285646200180054,0.6450895667076111,32.0,
two_layer,relu,0.001,0.3,32,0.0001,128,64,0.7289581298828125,0.6447060704231262,,
three_layer,relu,0.0005,0.3,32,0.0001,128,32,0.7290022969245911,0.6446629762649536,16.0,
three_layer,relu,0.0005,0.3,64,0.001,128,64,0.7291725277900696,0.6444970369338989,32.0,
three_layer,tanh,0.001,0.1,32,0.0001,64,64,0.729602038860321,0.6440781354904175,32.0,
three_layer,relu,0.0005,0.1,64,1e-05,128,64,0.7297231554985046,0.6439599990844727,32.0,
three_layer,relu,0.001,0.3,64,0.0001,64,32,0.7301845550537109,0.6435095071792603,32.0,
three_layer,relu,0.0005,0.1,32,0.001,128,64,0.7306363582611084,0.6430681943893433,32.0,
four_layer,relu,0.0005,0.1,64,0.001,128,32,0.730755090713501,0.6429522037506104,32.0,16.0
two_layer,relu,0.0005,0.3,64,0.001,64,32,0.7310717105865479,0.6426427364349365,,
three_layer,relu,0.0001,0.1,32,0.0001,64,32,0.731136679649353,0.642579197883606,32.0,
four_layer,relu,0.0005,0.3,64,0.001,64,64,0.7312325835227966,0.6424854397773743,32.0,16.0
four_layer,relu,0.0005,0.1,32,1e-05,128,32,0.7312475442886353,0.6424708366394043,32.0,16.0
three_layer,relu,0.0005,0.3,64,0.001,128,32,0.7312870025634766,0.6424322724342346,16.0,
three_layer,relu,0.001,0.1,64,1e-05,128,32,0.731322705745697,0.6423973441123962,32.0,
three_layer,relu,0.0001,0.3,64,0.0001,128,64,0.7314651012420654,0.6422580480575562,32.0,
three_layer,relu,0.0005,0.3,32,1e-05,128,64,0.7315104007720947,0.642213761806488,32.0,
two_layer,relu,0.0005,0.3,64,0.001,64,64,0.7323675155639648,0.6413748264312744,,
four_layer,relu,0.0001,0.1,32,0.001,128,32,0.7326522469520569,0.6410958766937256,32.0,16.0
two_layer,relu,0.0005,0.3,64,0.0001,64,64,0.7328681349754333,0.6408843398094177,,
four_layer,relu,0.0005,0.1,64,0.0001,64,64,0.7329726815223694,0.6407818794250488,16.0,16.0
two_layer,relu,0.0001,0.3,32,0.001,128,64,0.7334407567977905,0.6403229832649231,,
three_layer,relu,0.001,0.1,32,1e-05,128,64,0.7334417700767517,0.6403219699859619,16.0,
three_layer,relu,0.001,0.1,32,1e-05,128,64,0.7334582805633545,0.640305757522583,32.0,
four_layer,relu,0.001,0.1,64,0.0001,64,32,0.7336823344230652,0.6400859355926514,16.0,16.0
three_layer,relu,0.0001,0.1,64,1e-05,128,64,0.7338823080062866,0.6398897171020508,32.0,
three_layer,relu,0.0005,0.3,32,0.001,128,32,0.7340731024742126,0.639702558517456,32.0,
two_layer,relu,0.001,0.3,64,0.0001,64,32,0.7342209219932556,0.6395573616027832,,
three_layer,relu,0.001,0.3,32,0.001,128,32,0.7342656254768372,0.6395134925842285,16.0,
three_layer,relu,0.0001,0.1,32,0.001,64,64,0.7345306277275085,0.6392532587051392,32.0,
three_layer,relu,0.0005,0.1,64,1e-05,128,32,0.7345831990242004,0.6392015814781189,32.0,
four_layer,relu,0.001,0.1,32,1e-05,128,32,0.7347407341003418,0.639046847820282,16.0,16.0
four_layer,relu,0.0001,0.1,32,0.001,128,64,0.7347466945648193,0.6390409469604492,16.0,16.0
three_layer,tanh,0.001,0.1,64,0.001,128,32,0.7349257469177246,0.6388649940490723,16.0,
four_layer,relu,0.0001,0.1,32,0.001,64,64,0.7351034283638,0.6386904120445251,32.0,16.0
four_layer,relu,0.001,0.1,64,0.0001,128,64,0.73512202501297,0.6386721134185791,32.0,16.0
three_layer,tanh,0.0001,0.3,32,1e-05,128,64,0.7352191805839539,0.6385765671730042,16.0,
four_layer,tanh,0.001,0.1,32,1e-05,128,32,0.735790491104126,0.6380146741867065,32.0,16.0
two_layer,relu,0.0005,0.1,32,0.0001,64,32,0.7359812259674072,0.6378270387649536,,
four_layer,relu,0.0005,0.1,32,0.001,64,32,0.7365020513534546,0.6373142004013062,32.0,16.0
three_layer,relu,0.001,0.1,32,0.001,128,32,0.736545741558075,0.6372711658477783,32.0,
four_layer,relu,0.0005,0.1,64,1e-05,128,64,0.7367449998855591,0.6370748281478882,32.0,16.0
two_layer,tanh,0.001,0.3,32,1e-05,128,32,0.7368536591529846,0.6369677782058716,,
three_layer,relu,0.0005,0.1,64,0.0001,64,64,0.7369107007980347,0.6369116306304932,32.0,
four_layer,tanh,0.0005,0.1,32,0.001,128,64,0.736915111541748,0.6369072198867798,32.0,16.0
three_layer,relu,0.0005,0.3,64,1e-05,128,64,0.7369467616081238,0.636876106262207,32.0,
three_layer,tanh,0.001,0.1,32,1e-05,64,64,0.7373637557029724,0.6364650130271912,16.0,
three_layer,tanh,0.001,0.3,32,0.0001,64,64,0.73738032579422,0.6364486813545227,16.0,
four_layer,tanh,0.001,0.1,64,0.001,128,32,0.7374021410942078,0.6364271640777588,32.0,16.0
three_layer,relu,0.0005,0.3,64,0.0001,128,64,0.7375937104225159,0.6362382173538208,32.0,
four_layer,tanh,0.0005,0.1,32,0.0001,128,64,0.7377357482910156,0.6360981464385986,16.0,16.0
two_layer,relu,0.0005,0.3,32,0.0001,128,32,0.7379274964332581,0.6359089612960815,,
two_layer,relu,0.001,0.3,32,0.001,128,32,0.7385704517364502,0.6352741718292236,,
two_layer,relu,0.0001,0.3,64,1e-05,128,64,0.7386942505836487,0.6351518630981445,,
four_layer,relu,0.001,0.1,64,1e-05,64,32,0.7387790679931641,0.6350681781768799,32.0,16.0
two_layer,relu,0.0001,0.1,32,1e-05,64,32,0.7388185858726501,0.6350290775299072,,
three_layer,relu,0.0001,0.1,64,0.001,128,32,0.7394989132881165,0.6343566179275513,16.0,
two_layer,relu,0.001,0.3,32,0.001,64,32,0.7396255135536194,0.634231448173523,,
two_layer,tanh,0.0005,0.3,32,1e-05,128,64,0.7396976351737976,0.6341601014137268,,
two_layer,relu,0.0005,0.1,32,1e-05,64,64,0.740153968334198,0.6337085962295532,,
two_layer,relu,0.001,0.3,32,1e-05,64,64,0.7402173280715942,0.6336458325386047,,
two_layer,tanh,0.001,0.1,32,0.0001,128,64,0.7402587532997131,0.6336048245429993,,
two_layer,relu,0.001,0.1,32,0.0001,128,64,0.7402831315994263,0.6335806846618652,,
four_layer,tanh,0.0001,0.1,64,1e-05,128,64,0.7402974367141724,0.6335664987564087,32.0,16.0
two_layer,tanh,0.0001,0.3,64,1e-05,64,64,0.7404105067253113,0.6334545612335205,,
three_layer,relu,0.0005,0.1,64,1e-05,64,64,0.7406065464019775,0.6332604289054871,32.0,
two_layer,relu,0.001,0.3,32,1e-05,64,32,0.7408732771873474,0.6329962611198425,,
two_layer,relu,0.0001,0.3,64,0.0001,128,32,0.7409541606903076,0.6329160928726196,,
two_layer,relu,0.001,0.3,64,1e-05,128,64,0.7411344647407532,0.6327374577522278,,
four_layer,relu,0.001,0.3,32,0.001,128,32,0.7411592602729797,0.6327128410339355,16.0,16.0
three_layer,relu,0.001,0.3,32,0.001,64,64,0.7412129640579224,0.6326596140861511,16.0,
three_layer,tanh,0.0005,0.1,32,0.001,128,64,0.7412574887275696,0.6326155066490173,16.0,
four_layer,relu,0.0005,0.1,64,0.0001,64,32,0.74162358045578,0.6322525143623352,32.0,16.0
three_layer,relu,0.0005,0.1,64,0.0001,64,64,0.7416907548904419,0.6321858763694763,16.0,
two_layer,tanh,0.0005,0.3,64,0.0001,128,64,0.7417518496513367,0.6321253180503845,,
three_layer,relu,0.0005,0.3,32,1e-05,128,64,0.7418010830879211,0.6320765018463135,16.0,
two_layer,relu,0.001,0.1,32,0.0001,64,64,0.7418463826179504,0.6320315599441528,,
three_layer,tanh,0.001,0.1,32,0.0001,128,32,0.7421890497207642,0.6316915154457092,32.0,
three_layer,relu,0.0005,0.1,32,0.0001,128,32,0.7423231601715088,0.6315584182739258,16.0,
four_layer,relu,0.001,0.3,64,0.0001,128,64,0.7423422932624817,0.6315394639968872,32.0,16.0
two_layer,tanh,0.0005,0.3,32,0.0001,128,64,0.7423629760742188,0.6315189003944397,,
two_layer,relu,0.001,0.3,64,0.001,64,64,0.7424416542053223,0.6314407587051392,,
four_layer,tanh,0.0005,0.1,64,1e-05,128,32,0.7424632906913757,0.63141930103302,32.0,16.0
three_layer,tanh,0.0005,0.3,64,0.0001,128,32,0.7426339983940125,0.6312497854232788,16.0,
three_layer,relu,0.0001,0.3,32,0.0001,128,64,0.7426829934120178,0.6312011480331421,32.0,
three_layer,relu,0.001,0.3,64,0.0001,128,64,0.742729663848877,0.6311547756195068,32.0,
two_layer,relu,0.0001,0.3,32,1e-05,128,64,0.7430750727653503,0.6308116316795349,,
three_layer,relu,0.001,0.3,64,0.001,128,64,0.7431342005729675,0.6307528018951416,32.0,
three_layer,tanh,0.0001,0.3,64,0.0001,64,64,0.7431895732879639,0.6306978464126587,32.0,
two_layer,relu,0.001,0.1,32,0.001,128,64,0.7432018518447876,0.630685567855835,,
four_layer,tanh,0.0005,0.1,32,1e-05,128,32,0.7432523965835571,0.6306353807449341,16.0,16.0
four_layer,relu,0.0005,0.1,64,0.0001,64,64,0.7433673739433289,0.6305211782455444,32.0,16.0
two_layer,tanh,0.001,0.3,32,1e-05,128,64,0.7433795928955078,0.6305088996887207,,
three_layer,relu,0.0005,0.1,64,0.001,64,32,0.7436885237693787,0.6302018165588379,16.0,
three_layer,tanh,0.001,0.1,32,0.0001,64,64,0.743698239326477,0.6301921606063843,16.0,
two_layer,relu,0.0005,0.3,64,1e-05,128,32,0.7437691688537598,0.6301215887069702,,
four_layer,relu,0.0005,0.1,32,0.001,128,64,0.7438027858734131,0.630088210105896,32.0,16.0
two_layer,tanh,0.0001,0.3,64,0.001,64,32,0.7438775897026062,0.6300137639045715,,
three_layer,relu,0.0005,0.3,32,0.001,64,64,0.7440199255943298,0.6298721432685852,32.0,
three_layer,relu,0.001,0.1,64,0.0001,64,64,0.7440707683563232,0.6298215389251709,16.0,
two_layer,tanh,0.001,0.3,64,0.0001,64,64,0.7441361546516418,0.629756510257721,,
four_layer,tanh,0.001,0.1,64,1e-05,64,64,0.7441845536231995,0.6297082901000977,16.0,16.0
three_layer,relu,0.0001,0.3,32,0.0001,128,32,0.7441959381103516,0.6296970248222351,32.0,
four_layer,relu,0.001,0.1,64,0.001,128,64,0.7442102432250977,0.6296827793121338,32.0,16.0
three_layer,relu,0.001,0.3,64,0.001,64,32,0.7443135976791382,0.6295799016952515,16.0,
three_layer,tanh,0.0005,0.1,32,0.001,64,64,0.7444294691085815,0.6294645071029663,32.0,
four_layer,tanh,0.0005,0.1,32,0.001,64,64,0.7444444298744202,0.629449725151062,32.0,16.0
three_layer,tanh,0.0001,0.1,64,0.001,128,64,0.7444730997085571,0.6294211149215698,32.0,
two_layer,tanh,0.001,0.1,32,0.001,64,64,0.7444894909858704,0.6294047832489014,,
four_layer,relu,0.0005,0.1,32,1e-05,128,64,0.744540274143219,0.6293542385101318,16.0,16.0
three_layer,tanh,0.0001,0.3,64,0.001,128,32,0.7446660995483398,0.629228949546814,16.0,
three_layer,relu,0.0005,0.1,32,1e-05,128,32,0.7447078824043274,0.6291873455047607,16.0,
two_layer,relu,0.001,0.1,64,1e-05,64,32,0.7447121739387512,0.6291831135749817,,
two_layer,relu,0.0005,0.3,64,0.001,128,64,0.7448000311851501,0.6290955543518066,,
four_layer,tanh,0.0005,0.1,32,1e-05,64,64,0.7448134422302246,0.629082202911377,32.0,16.0
four_layer,relu,0.001,0.3,64,1e-05,64,64,0.7448205351829529,0.6290751695632935,32.0,16.0
three_layer,tanh,0.001,0.1,32,0.0001,64,32,0.7448583841323853,0.6290374398231506,32.0,
two_layer,relu,0.001,0.3,32,1e-05,128,64,0.744864821434021,0.6290310621261597,,
three_layer,relu,0.0005,0.1,64,0.0001,128,32,0.7448734641075134,0.6290224194526672,16.0,
four_layer,relu,0.0005,0.1,32,0.0001,64,64,0.7449468970298767,0.6289492845535278,16.0,16.0
two_layer,relu,0.001,0.1,64,0.001,128,64,0.745110273361206,0.628786563873291,,
three_layer,tanh,0.001,0.1,32,1e-05,128,64,0.745113730430603,0.6287830471992493,32.0,
four_layer,relu,0.001,0.3,64,0.0001,64,64,0.7453633546829224,0.6285343170166016,16.0,16.0
three_layer,relu,0.0005,0.3,64,0.0001,64,64,0.7453898191452026,0.6285079717636108,32.0,
four_layer,relu,0.001,0.1,32,0.001,64,32,0.7454400062561035,0.6284579038619995,16.0,16.0
two_layer,tanh,0.001,0.1,32,1e-05,64,64,0.7454873323440552,0.6284106969833374,,
three_layer,tanh,0.001,0.1,64,1e-05,128,64,0.7456992268562317,0.6281994581222534,16.0,
two_layer,tanh,0.001,0.3,64,0.0001,128,32,0.745972216129303,0.6279271841049194,,
three_layer,relu,0.001,0.1,32,0.001,64,64,0.7460432648658752,0.6278563141822815,32.0,
two_layer,relu,0.0001,0.1,64,1e-05,64,64,0.7461960911750793,0.6277037858963013,,
four_layer,relu,0.0005,0.1,32,0.0001,128,64,0.746269941329956,0.6276301145553589,32.0,16.0
four_layer,relu,0.0001,0.1,32,0.0001,128,64,0.7463372945785522,0.6275628805160522,32.0,16.0
three_layer,relu,0.001,0.1,32,1e-05,128,32,0.7463926076889038,0.6275076866149902,32.0,
two_layer,relu,0.0005,0.3,32,0.0001,64,32,0.7464032173156738,0.627497136592865,,
two_layer,relu,0.0001,0.1,64,0.0001,64,32,0.7464903593063354,0.6274101734161377,,
three_layer,tanh,0.0001,0.3,64,0.0001,128,32,0.7465492486953735,0.6273513436317444,32.0,
two_layer,tanh,0.0005,0.3,32,0.0001,64,32,0.7466827034950256,0.6272181272506714,,
four_layer,relu,0.001,0.1,64,1e-05,128,32,0.7466897368431091,0.6272110939025879,16.0,16.0
three_layer,relu,0.001,0.1,64,0.0001,64,32,0.7467682957649231,0.6271326541900635,32.0,
four_layer,tanh,0.001,0.1,64,0.0001,64,64,0.7468745112419128,0.6270265579223633,32.0,16.0
two_layer,relu,0.001,0.1,64,1e-05,128,32,0.7469713687896729,0.6269298195838928,,
two_layer,relu,0.001,0.1,64,1e-05,128,64,0.7470380663871765,0.6268632411956787,,
four_layer,relu,0.0005,0.1,64,1e-05,64,32,0.7471357583999634,0.6267656087875366,32.0,16.0
three_layer,relu,0.0001,0.1,32,0.0001,64,64,0.7471469640731812,0.6267544031143188,16.0,
three_layer,tanh,0.0005,0.1,64,0.0001,64,64,0.7471621036529541,0.6267392635345459,32.0,
two_layer,relu,0.0005,0.1,64,0.0001,64,32,0.7471771836280823,0.6267242431640625,,
two_layer,relu,0.001,0.1,32,0.001,64,64,0.7472624182701111,0.6266390085220337,,
two_layer,relu,0.001,0.1,64,0.0001,128,64,0.7472870349884033,0.6266144514083862,,
two_layer,relu,0.0001,0.1,32,0.001,128,64,0.7473357915878296,0.62656569480896,,
three_layer,relu,0.0005,0.1,32,0.0001,128,64,0.7473857402801514,0.6265157461166382,32.0,
three_layer,tanh,0.0005,0.3,32,0.0001,128,64,0.7475533485412598,0.6263482570648193,16.0,
four_layer,relu,0.001,0.1,32,0.001,128,64,0.747593343257904,0.6263083219528198,16.0,16.0
three_layer,relu,0.0005,0.1,32,1e-05,64,64,0.7475943565368652,0.6263072490692139,32.0,
three_layer,tanh,0.001,0.1,64,0.001,128,32,0.7476835250854492,0.6262180805206299,32.0,
two_layer,relu,0.0001,0.3,64,0.0001,64,32,0.7477105259895325,0.6261910796165466,,
two_layer,relu,0.0005,0.3,32,0.001,64,32,0.7479521036148071,0.625949501991272,,
three_layer,tanh,0.0005,0.1,64,0.001,128,64,0.7479536533355713,0.6259479522705078,16.0,
three_layer,tanh,0.0005,0.1,64,1e-05,64,32,0.7479683756828308,0.6259332299232483,16.0,
two_layer,tanh,0.0005,0.3,32,0.0001,128,32,0.7479744553565979,0.6259271502494812,,
two_layer,tanh,0.0001,0.3,64,1e-05,128,64,0.7480120062828064,0.6258896589279175,,
two_layer,relu,0.0005,0.3,32,0.0001,128,64,0.7480148077011108,0.6258867979049683,,
three_layer,relu,0.0005,0.1,32,1e-05,64,64,0.7480330467224121,0.625868558883667,16.0,
four_layer,relu,0.0005,0.1,64,1e-05,128,32,0.748058557510376,0.6258430480957031,32.0,16.0
four_layer,relu,0.001,0.3,32,1e-05,64,64,0.7480708360671997,0.6258307695388794,32.0,16.0
four_layer,relu,0.0005,0.1,32,0.0001,64,64,0.7481114268302917,0.6257901191711426,32.0,16.0
three_layer,tanh,0.0005,0.1,32,1e-05,64,64,0.7481388449668884,0.6257627606391907,32.0,
two_layer,relu,0.001,0.3,32,0.001,64,64,0.7481769919395447,0.6257245540618896,,
four_layer,relu,0.0001,0.1,64,1e-05,128,32,0.7482129335403442,0.6256885528564453,32.0,16.0
two_layer,relu,0.001,0.1,32,0.0001,128,32,0.748348593711853,0.6255528926849365,,
two_layer,relu,0.0005,0.3,32,1e-05,128,64,0.7484323382377625,0.6254690289497375,,
three_layer,relu,0.0005,0.3,64,0.001,64,64,0.7486197352409363,0.6252814531326294,32.0,
three_layer,tanh,0.0005,0.1,64,1e-05,64,64,0.7487157583236694,0.6251853704452515,16.0,
three_layer,relu,0.0005,0.1,64,0.0001,64,32,0.7487587332725525,0.6251422762870789,32.0,
three_layer,tanh,0.0001,0.1,32,0.001,128,64,0.748763918876648,0.6251371502876282,16.0,
four_layer,relu,0.0001,0.1,64,0.001,128,64,0.7487996220588684,0.6251014471054077,16.0,16.0
three_layer,relu,0.001,0.3,32,0.001,128,64,0.7488176822662354,0.625083327293396,32.0,
three_layer,tanh,0.001,0.3,32,0.0001,64,32,0.7488848567008972,0.6250160336494446,16.0,
three_layer,relu,0.0005,0.1,64,0.001,64,64,0.7490797638893127,0.6248208284378052,32.0,
two_layer,tanh,0.0001,0.3,64,0.001,128,32,0.7491186261177063,0.6247818470001221,,
two_layer,relu,0.001,0.1,64,0.0001,128,32,0.7491967678070068,0.624703586101532,,
three_layer,relu,0.0001,0.1,64,0.001,64,64,0.7492290139198303,0.6246712803840637,32.0,
four_layer,tanh,0.0001,0.3,64,0.001,128,64,0.7492325901985168,0.6246676445007324,16.0,16.0
three_layer,relu,0.0001,0.1,64,0.0001,128,32,0.7493159174919128,0.6245841979980469,16.0,
two_layer,relu,0.001,0.1,32,0.001,128,32,0.7494615912437439,0.6244382858276367,,
four_layer,relu,0.0001,0.1,32,0.0001,128,32,0.749506950378418,0.6243927478790283,32.0,16.0
three_layer,tanh,0.0005,0.3,64,0.001,128,64,0.7495259642601013,0.6243736743927002,32.0,
two_layer,tanh,0.0005,0.1,32,0.001,64,64,0.7495696544647217,0.6243299245834351,,
two_layer,relu,0.0001,0.1,64,1e-05,128,32,0.7496358752250671,0.6242635846138,,
two_layer,tanh,0.001,0.1,32,0.001,128,64,0.7496669888496399,0.6242323517799377,,
two_layer,relu,0.001,0.1,64,0.0001,64,64,0.7497158050537109,0.6241834163665771,,
three_layer,relu,0.0001,0.1,32,0.0001,128,32,0.7497921586036682,0.6241068840026855,32.0,
two_layer,tanh,0.001,0.3,32,0.001,128,32,0.7501871585845947,0.6237106919288635,,
four_layer,relu,0.001,0.1,32,0.0001,64,64,0.7504460215568542,0.6234509348869324,16.0,16.0
three_layer,tanh,0.0005,0.1,32,1e-05,128,64,0.7506753206253052,0.6232208013534546,32.0,
four_layer,relu,0.0005,0.1,32,0.001,128,32,0.7507376074790955,0.62315833568573,32.0,16.0
three_layer,relu,0.0005,0.1,32,0.001,128,32,0.7507487535476685,0.6231470704078674,16.0,
two_layer,tanh,0.0005,0.1,32,0.0001,64,32,0.7507785558700562,0.623117208480835,,
three_layer,tanh,0.0005,0.3,64,1e-05,128,32,0.7508424520492554,0.6230530142784119,32.0,
four_layer,tanh,0.0001,0.3,32,0.001,128,64,0.750929594039917,0.6229655742645264,32.0,16.0
three_layer,relu,0.0005,0.3,64,1e-05,128,32,0.7510703802108765,0.6228241324424744,16.0,
three_layer,tanh,0.0001,0.1,64,0.0001,64,64,0.7510921359062195,0.6228022575378418,32.0,
three_layer,relu,0.0001,0.1,64,0.0001,128,64,0.7511602640151978,0.6227338314056396,32.0,
two_layer,tanh,0.0001,0.3,32,0.0001,128,32,0.7511826753616333,0.6227113008499146,,
four_layer,tanh,0.0005,0.1,64,0.0001,64,32,0.7511836290359497,0.6227104067802429,16.0,16.0
three_layer,tanh,0.0005,0.1,64,0.0001,64,64,0.7511882781982422,0.6227056980133057,16.0,
three_layer,relu,0.0001,0.1,32,1e-05,64,64,0.7512111067771912,0.6226828098297119,16.0,
two_layer,relu,0.0005,0.3,32,0.001,64,64,0.7512876391410828,0.6226059198379517,,
four_layer,tanh,0.001,0.1,32,1e-05,128,64,0.7514467835426331,0.6224460005760193,32.0,16.0
two_layer,tanh,0.0001,0.3,32,0.001,64,64,0.7514492273330688,0.6224435567855835,,
two_layer,relu,0.001,0.3,32,1e-05,128,32,0.751458466053009,0.6224342584609985,,
two_layer,tanh,0.001,0.3,64,0.0001,64,32,0.7517051100730896,0.6221863031387329,,
four_layer,relu,0.001,0.1,64,0.0001,64,64,0.7517164349555969,0.6221749782562256,16.0,16.0
two_layer,relu,0.0005,0.1,32,1e-05,128,32,0.7517364025115967,0.622154951095581,,
four_layer,relu,0.001,0.1,64,0.001,64,64,0.7518889307975769,0.6220015287399292,32.0,16.0
three_layer,relu,0.0005,0.3,32,0.0001,64,64,0.7520678639411926,0.6218216419219971,16.0,
three_layer,relu,0.001,0.1,32,0.0001,64,64,0.7522451877593994,0.6216433048248291,16.0,
